#GeneID	tax_id	Symbol	Synonyms	chromosome	type_of_gene	description
1	9606	A1BG	A1B|ABG|GAB|HYST2477	19	glycoprotein	alpha-1-B
650623	9606	BEND3P3	-	10	domain	BEN
650655	9606	ABCA17P	ABCA17	16	cassette,	ATP-binding
650669	9606	GAS6-AS1	-	13	antisense	GAS6
650747	9606	IMPA1P	-	8	4)-monophosphatase	inositol(myo)-1(or
650788	9606	RPS28P9	RPS28_5_1524	17	protein	ribosomal
650794	9606	MIPEPP3	-	13	intermediate	mitochondrial
650808	9606	RPL4P1	RPL4_2_1340	14	protein	ribosomal
650866	9606	LOC650866	-	5	receptor	transient
650901	9606	RPS2P12	RPS2_2_35	1	protein	ribosomal
650983	9606	RCC2P1	-	Y	of	regulator
651053	9606	DDX18P2	-	15	(Asp-Glu-Ala-Asp)	DEAD
651144	9606	NACAP2	-	10	complex	nascent-polypeptide-associated
651249	9606	RPL34P27	RPL34_11_1303	13	protein	ribosomal
651250	9606	LRRC37A16P	-	17	rich	leucine
651258	9606	GAPDHP37	-	22	3	glyceraldehyde
651302	9606	ZNF192P1	ZNF389|ZNF389P|dJ265C24.4	6	finger	zinc
651337	9606	LOC651337	-	9	LOC651337	uncharacterized
651430	9606	FLJ38576	-	4	LOC651430	uncharacterized
651452	9606	POM121L3P	POM121L3|dJ831C21.3	20	transmembrane	POM121
651600	9606	RPL36P16	RPL36_7_1657	19	protein	ribosomal
651628	9606	EEF1GP3	-	3	translation	eukaryotic
651644	9606	LOC651644	-	4	and	LIM
651714	9606	LOC651714	-	3	20,	mucin
651746	9606	ANKRD33B	-	5	repeat	ankyrin
651815	9606	KLF3P1	-	5	factor	Kruppel-like
651959	9606	LOC651959	-	-	region	FSHD
652070	9606	SCFV	-	14	Fv	single-chain
652170	9606	COX4I1P2	-	13	c	cytochrome
652276	9606	LOC652276	-	16	channel	potassium
652411	9606	RPSAP44	RPSA_16_706	6	protein	ribosomal
652423	9606	NPM1P36	-	6	1	nucleophosmin
652489	9606	SUMO2P3	-	7	pseudogene	SUMO2
652549	9606	LOC652549	-	1	domain	SNW
652608	9606	LOC652608	-	X|Y	ribosomal	60S
652624	9606	RPSAP46	RPSA_14_827	7	protein	ribosomal
652670	9606	RPS3AP15	RPS3A_2_382	3	protein	ribosomal
652764	9606	HPX-2	-	-	HPX-2	homeobox
652873	9606	IGKV2OR2-7	IGKV2/OR2-7|IGKV2OR27	2	kappa	immunoglobulin
652904	9606	CKS1BP6	-	X	protein	CDC28
652959	9606	BTF3P5	-	2	transcription	basic
652960	9606	BTF3P7	-	6	transcription	basic
652961	9606	BTF3P8	-	X	transcription	basic
652963	9606	BTF3P12	BTF3L2|HUMBTFC	8	transcription	basic
652964	9606	BTF3P3	-	8	transcription	basic
652965	9606	SNORA48	ACA48	17	nucleolar	small
652966	9606	SNORD10	mgU6-77	17	nucleolar	small
652968	9606	GATSL3	-	22	protein-like	GATS
652969	9606	SLC6A21P	SLC6A21	19	carrier	solute
652972	9606	LRRC37A5P	C9orf29	9	rich	leucine
652974	9606	RPL17P2	RPL17_13_1376	14	protein	ribosomal
652975	9606	RPL21P6	RPL21_47_1368	14	protein	ribosomal
652978	9606	RPL7AP2	RPL7A_26_1357	14	protein	ribosomal
652980	9606	RPS28P1	-	14	protein	ribosomal
652983	9606	RPL35AP2	RPL35A_10_973|bA571F15.2	9	protein	ribosomal
652985	9606	RPL7AP4	RPL7A_27_1369	14	protein	ribosomal
652990	9606	LOC652990	-	6	LOC652990	uncharacterized
652991	9606	SKOR2	CORL2|FUSSEL18	18	family	SKI
652993	9606	LOC652993	-	12	LOC652993	uncharacterized
652995	9606	UCA1	CUDR|LINC00178|NCRNA00178|UCAT1	19	cancer	urothelial
653017	9606	TBC1D3P3	USP6P1	17	domain	TBC1
653042	9606	REXO1L4P	-	8	RNA	REX1,
653045	9606	PTPN20CP	PTPN20C|bA164N7.3	10	tyrosine	protein
653061	9606	GOLGA8S	-	15	A8	golgin
653067	9606	XAGE1E	CT12.1|CT12.1C|CT12.1D|CT12.1E|CTP9|GAGED2|XAGE-1|XAGE1|XAGE1C|XAGE1D	X	antigen	X
653071	9606	LOC653071	-	14	repeat	ankyrin
653073	9606	GOLGA8J	-	15	A8	golgin
653075	9606	GOLGA8T	-	15	A8	golgin
653079	9606	RPL21P98	RPL21_47_1259	12	protein	ribosomal
653080	9606	LOC653080	-	5	beta	glucuronidase,
653082	9606	ZDHHC11B	DHHC-11B	5	finger,	zinc
653108	9606	CXADRP1	CAR|CXADRP	21	virus	coxsackie
653113	9606	FAM86FP	-	12	with	family
653115	9606	HNRNPA3P6	-	3	nuclear	heterogeneous
653121	9606	ZBTB8A	BOZF1|ZBTB8|ZNF916A	1	finger	zinc
653122	9606	LSM12P1	LSM12P	8	pseudogene	LSM12
653123	9606	FAM74A6	-	9	with	family
653125	9606	GOLGA8K	-	15	A8	golgin
653140	9606	FAM228A	C2orf84	2	with	family
653145	9606	ANXA8	ANX8	10	A8	annexin
653147	9606	RPL26P30	RPL26_10_1113	11	protein	ribosomal
653149	9606	NBPF6	-	1	breakpoint	neuroblastoma
653155	9606	LOC653155	-	X	processing	pre-mRNA
653156	9606	RPL21P53	RPL21_19_517	4	protein	ribosomal
653160	9606	LOC653160	-	1	LOC653160	uncharacterized
653162	9606	RPSAP9	LAMR1P9|RPSA_20_986	9	protein	ribosomal
653163	9606	LCN1P2	LCN1L2|bA244N20.11	9	1	lipocalin
653166	9606	OR1D4	OR17-30	17	receptor,	olfactory
653174	9606	TSPY6P	TSPYP6	Y	specific	testis
653175	9606	HAUS6P1	-	7	augmin-like	HAUS
653188	9606	GUSBP3	-	5	beta	glucuronidase,
653189	9606	BTF3L4P2	BTF3L4P	2	transcription	basic
653190	9606	ABCC6P1	-	16	cassette,	ATP-binding
653192	9606	TRIM43B	-	2	motif	tripartite
653194	9606	KHDC1P1	-	6	homology	KH
653199	9606	TCAF1P1	FAM115B	7	channel-associated	TRPM8
653203	9606	FAM230A	DGCR15	22	with	family
653214	9606	PPIAP22	PPIA3L|PPIAL3	21	isomerase	peptidylprolyl
653220	9606	XAGE1B	CT12.1|CT12.1A|CT12.1B|CTP9|GAGED2|XAGE-1|XAGE1|XAGE1A	X	antigen	X
653226	9606	SRP9P1	SRP9L1	10	recognition	signal
653232	9606	RPL15P3	RPL15_3_658|bA511S14.1	6	protein	ribosomal
653234	9606	AGAP10P	AGAP10|CTGLF10P|CTGLF7|bA144G6.2|bA358L16.1	10	with	ArfGAP
653236	9606	RPL23AP49	RPL23A_12_383	3	protein	ribosomal
653238	9606	GTF2H2B	-	5	transcription	general
653240	9606	KRTAP4-11	KAP4.11|KAP4.14|KRTAP4-14|KRTAP4.14	17	associated	keratin
653247	9606	PRB2	IB-9|PRPPRB1|Ps|cP7	12	protein	proline-rich
653259	9606	CTGLF11P	bA145E20.1	10	gamma-like	centaurin,
653268	9606	AGAP7P	AGAP-7|AGAP7|CTGLF4|bA109G10.1	10	with	ArfGAP
653269	9606	POTEI	POTE2beta	2	ankyrin	POTE
653275	9606	CFC1B	-	2	FRL-1,	cripto,
653282	9606	CT47A7	CT47.7	X	antigen	cancer/testis
653288	9606	TSPY7P	TSPYP7	Y	specific	testis
653303	9606	LOC653303	-	11	convertase	proprotein
653308	9606	ASAH2B	ASAH2C|ASAH2L|bA449O16.3|bA98I6.3	10	amidohydrolase	N-acylsphingosine
653314	9606	RPL19P9	RPL19_7_643	5	protein	ribosomal
653316	9606	FAM153C	NY-REN-7-like	5	with	family
653319	9606	KIAA0895L	-	16	protein-coding	KIAA0895-like
653333	9606	FAM86B2	-	8	with	family
653354	9606	ARMCX7P	ARMCX6-ps|GASP10ps	X	repeat	armadillo
653361	9606	NCF1	NCF1A|NOXO2|SH3PXD1A|p47phox	7	cytosolic	neutrophil
653363	9606	TEX28P2	CXorf2B|pTEX	X	expressed	testis
653364	9606	HSPB1P2	HSPBL3	X	shock	heat
653380	9606	LOC653380	-	17	domain	TBC1
653381	9606	SORD2P	SORD2	15	dehydrogenase	sorbitol
653390	9606	RRN3P2	-	16	polymerase	RNA
653399	9606	GSTTP2	-	22	S-transferase	glutathione
653404	9606	FOXD4L6	-	9	box	forkhead
653406	9606	LOC653406	-	5	family,	NLR
653423	9606	SPAG11A	EDDM2A|HE2	8	associated	sperm
653427	9606	FOXD4L5	bA15J10.2	9	box	forkhead
653435	9606	LOC653435	-	7	beta	glucuronidase,
653436	9606	ANKRD20A7P	-	9	repeat	ankyrin
653437	9606	AQP12B	INSSA3	2	12B	aquaporin
653440	9606	WASH6P	CXYorf1|FAM39A|WASH	X|Y	protein	WAS
653441	9606	PHC1P1	PHC1B	12	homolog	polyhomeotic
653447	9606	HNRNPCP2	-	2	nuclear	heterogeneous
653453	9606	LOC653453	-	9	growth	fibroblast
653458	9606	BMS1P9	-	9	ribosome	BMS1
653464	9606	SRGAP2C	SRGAP2P1	1	Rho	SLIT-ROBO
653479	9606	MRPL45P2	-	17	ribosomal	mitochondrial
653483	9606	MLLT4-AS1	C6orf124|HGC6.4|dJ431P23.3	6	antisense	MLLT4
653486	9606	SCGB1C2	-	17	family	secretoglobin,
653489	9606	RGPD3	RGP3	2	and	RANBP2-like
653492	9606	PSG10P	PSG10|PSG12	19	specific	pregnancy
653499	9606	LGALS7B	GAL7|Gal-7|HKL-14|LGALS7|PI7	19	galactoside-binding,	lectin,
653503	9606	LOC653503	-	11	nucleotide	guanine
653505	9606	PPIAL4A	COAS-2|COAS2|PPIAL4|PPIAL4B	1	isomerase	peptidylprolyl
653509	9606	SFTPA1	COLEC4|PSAP|PSP-A|PSPA|SFTP1|SFTPA1B|SP-A|SP-A1|SPA|SPA1	10	protein	surfactant
653510	9606	CBWD4P	-	9	domain	COBW
653513	9606	LOC653513	-	1	4D	phosphodiesterase
653519	9606	GPR89A	GPHR|GPR89|GPR89B|SH120|UNQ192	1	protein-coupled	G
653541	9606	LOC653541	-	4	homeobox,	double
653543	9606	DUX4L7	-	4	homeobox	double
653544	9606	DUX4L6	-	4	homeobox	double
653545	9606	DUX4L5	-	4	homeobox	double
653548	9606	DUX4L3	-	4	homeobox	double
653550	9606	TP53TG3C	TP53TG3	16	target	TP53
653553	9606	HSPB1P1	HSPBL2	9	shock	heat
653557	9606	BMS1P8	-	16	ribosome	BMS1
653562	9606	SLC6A10PB	-	16	carrier	solute
653566	9606	SPCS2P4	-	1	peptidase	signal
653567	9606	TMEM236	FAM23A|FAM23B|bA162I21.2|bA16O1.2	10	protein	transmembrane
653579	9606	CD177P1	CD177P	19	molecule	CD177
653581	9606	LOC653581	-	12	LOC653581	uncharacterized
653583	9606	PHLDB3	-	19	homology-like	pleckstrin
653588	9606	LOC653588	-	X	syndrome	Sjogren
653590	9606	GGTLC5P	GGT	22	light	gamma-glutamyltransferase
653598	9606	PPIAL4C	COAS-2	1	isomerase	peptidylprolyl
653602	9606	LOC653602	-	2	LOC653602	uncharacterized
653604	9606	HIST2H3D	-	1	cluster	histone
653606	9606	PRAMEF22	PRAMEF3L	1	family	PRAME
653619	9606	PRAMEF15	-	1	family	PRAME
653631	9606	LOC653631	-	1	interactor,	axin
653635	9606	WASH7P	FAM39F|WASH5P	1	protein	WAS
653639	9606	LYPLA2P1	APT|LYPLA2L|dJ570F3.6	6	II	lysophospholipase
653641	9606	GOLGA6C	-	15	A6	golgin
653643	9606	GOLGA6D	-	15	A6	golgin
653645	9606	TBC1D3P1-DHX40P1	DHX40P|DHX40P1|TBC1D3P1	17	readthrough	TBC1D3P1-DHX40P1
653650	9606	PDPK2P	-	16	dependent	3-phosphoinositide
653653	9606	LOC653653	-	17	protein	adaptor-related
653656	9606	MBD3L4	-	19	binding	methyl-CpG
653657	9606	MBD3L3	-	19	binding	methyl-CpG
653658	9606	RPS23P8	RPS23_5_1783	X	protein	ribosomal
653659	9606	TMEM183B	C1orf37-DUP	3	protein	transmembrane
653665	9606	RPL21P93	RPL21_36_1027	10	protein	ribosomal
653677	9606	SEC1P	SEC1	19	blood	secretory
653687	9606	FAM226B	CXorf50B|LINC00246B|NCRNA00246B	X	with	family
653689	9606	GSTT2B	GSTT2P	22	S-transferase	glutathione
653691	9606	TCAF2P1	FAM115D|FAM139B	7	channel-associated	TRPM8
653698	9606	LOC653698	-	11	carrier	solute
653702	9606	RPL7P9	RPL7_3_75	1	protein	ribosomal
653707	9606	PDCL2P1	-	X	2	phosducin-like
653712	9606	LOC653712	-	3	transport	intraflagellar
653720	9606	GOLGA8M	-	15	A8	golgin
653737	9606	RPL21P119	RPL21_56_1471	16	protein	ribosomal
653753	9606	VN1R6P	VNR19I2|ZVNH2|ZVNR2	19	1	vomeronasal
653758	9606	TPM3P6	-	19	3	tropomyosin
653773	9606	RPL31P17	RPL31_4_330	2	protein	ribosomal
653781	9606	POTEJ	POTE2beta	2	ankyrin	POTE
653784	9606	MZT2A	FAM128A|MOZART2A	2	spindle	mitotic
653786	9606	LOC653786	-	16	pseudogene	otoancorin
653789	9606	RPL23AP25	RPL23A_7_192	1	protein	ribosomal
653794	9606	TRIM60P14	-	4	motif	tripartite
653805	9606	RPS27P8	RPS27_1_148	1	protein	ribosomal
653808	9606	ZG16	JCLN|JCLN1|ZG16A	16	granule	zymogen
653820	9606	FAM72B	p17	1	with	family
653857	9606	ACTR3C	ARP11	7	actin-related	ARP3
653895	9606	PGGT1BP1	-	10	geranylgeranyltransferase	protein
653924	9606	LOC653924	-	2	acyltransferase	glycerol-3-phosphate
654029	9606	RPS10P15	RPS10_3_844	7	protein	ribosomal
654170	9606	RPS16P8	RPS16_4_1529	17	protein	ribosomal
654231	9606	OCM	OCM1|OM|ONCM	7	protein-coding	oncomodulin
654254	9606	ZNF732	-	4	finger	zinc
654319	9606	SNORA5A	ACA5|ACA5A/B/C	7	nucleolar	small
654320	9606	SNORA8	ACA8	11	nucleolar	small
654321	9606	SNORA75	U23	2	nucleolar	small
654322	9606	SNORA13	ACA13	5	nucleolar	small
654337	9606	BCYRN1P3	-	13	cytoplasmic	brain
654338	9606	LOC654338	-	21	cytoplasmic	brain
654340	9606	RNPC3P1	-	3	region	RNA-binding
654342	9606	LOC654342	-	2	protein	lymphocyte-specific
654346	9606	LGALS9C	-	17	galactoside-binding,	lectin,
654348	9606	PRAMEF16	-	1	family	PRAME
654350	9606	RPL9P25	RPL9_13_1445	15	protein	ribosomal
654364	9606	NME1-NME2	NM23-LV|NMELV	17	readthrough	NME1-NME2
654365	9606	RPS27P3	RPS27_8_1194	12	protein	ribosomal
654369	9606	RPL37P5	RPL37_12_1377	14	protein	ribosomal
654370	9606	RPL7AP3	-	14	protein	ribosomal
654371	9606	RPS15AP4	RPS15A_20_1378	14	protein	ribosomal
654376	9606	RPL12P9	RPL12_18_1725	21	protein	ribosomal
654377	9606	CHES1L1	C18orf7	18	suppressor	checkpoint
654381	9606	RPL7P5	RPL7_18_1464	15	protein	ribosomal
654382	9606	RPL19P2	RPL19_3_373	3	protein	ribosomal
654383	9606	RPL13P4	HsT16723|RPL13_6_1454	15	protein	ribosomal
654385	9606	RPL21P15	HsT18206|RPL21_54_1444	15	protein	ribosomal
654386	9606	RPL26P5	HsT41398	15	protein	ribosomal
654387	9606	RPL31P6	HsT19508|RPL31_30_1462	15	protein	ribosomal
654388	9606	RPL32P2	HsT20607|RPL32_9_1423	15	protein	ribosomal
654390	9606	RPS27P2	HsT16324|RPS27_11_1420	15	protein	ribosomal
654391	9606	RPL31P7	RPL31_22_1578	17	protein	ribosomal
654392	9606	RPL39P4	RPL39_18_1545	17	protein	ribosomal
654412	9606	FAM138B	F379|bA395L14.6	2	with	family
654427	9606	PCNPP1	PCNPP	12	containing	PEST
654429	9606	LRTM2	-	12	repeats	leucine-rich
654433	9606	PAX8-AS1	-	2	antisense	PAX8
654434	9606	SNHG20	C17orf86|LINC00338|NCRNA00338|SCARNA16HG	17	nucleolar	small
654463	9606	FER1L6	C8ORFK23	8	family	fer-1-like
654466	9606	KGFLP2	-	9	growth	keratinocyte
654480	9606	ATP5G2P4	-	X	synthase,	ATP
654483	9606	BOLA2B	BOLA2	16	family	bolA
654484	9606	ATP5J2P5	-	12	synthase,	ATP
654485	9606	ATP5J2P4	-	17	synthase,	ATP
654486	9606	ATP5J2P6	-	15	synthase,	ATP
654499	9606	KIAA0125P2	FAM30C|HsT16041	15	pseudogene	KIAA0125
654500	9606	H2AFVP1	H2AFVP|HsT19970	15	histone	H2A
654502	9606	IQCJ	-	3	motif	IQ
654503	9606	HMGB1P9	HMG1L9|HMGB1L9	2	mobility	high
654504	9606	KIAA0125P1	FAM30B|HsT16028	15	pseudogene	KIAA0125
654505	9606	H3F3AP1	HsT18159	15	histone,	H3
654506	9606	RPSAP7	LAMR1P7|RPSA_16_1024	10	protein	ribosomal
654780	9606	SFPQ	-	16	factor	splicing
654783	9606	IFNNP1	-	9	nu	interferon,
654790	9606	PCP4L1	IQM1	1	cell	Purkinje
654813	9606	P2RY10P1	GPR121P|P2Y10P1	X	receptor	purinergic
654816	9606	NCF1B	NCF-1B|SH3PXD1B	7	cytosolic	neutrophil
654817	9606	NCF1C	SH3PXD1C	7	cytosolic	neutrophil
654835	9606	FAM138C	F379	9	with	family
654841	9606	LOC654841	-	2	LOC654841	uncharacterized
664611	9606	H3F3AP2	H3F3CP	14	histone,	H3
664612	9606	MIR539	MIRN539|hsa-mir-539	14	539	microRNA
664613	9606	MIR544A	MIR544|MIRN544|hsa-mir-544|hsa-mir-544a	14	544a	microRNA
664614	9606	MIR545	MIRN545|hsa-mir-545	X	545	microRNA
664615	9606	MIR376A2	MIR376A-2|MIRN376A-2|MIRN376A2	14	376a-2	microRNA
664616	9606	MIR487B	MIRN487B	14	487b	microRNA
664617	9606	MIR542	MIRN542|hsa-mir-542	X	542	microRNA
664618	9606	HSP90AB4P	HSP90Bd	15	shock	heat
664629	9606	LOC664629	-	-	transcript	unknown
664701	9606	ZNF826P	ZNF826	19	finger	zinc
664709	9606	HNRNPA1P10	HNRPA1L-2	19	nuclear	heterogeneous
664721	9606	HNRNPA1P27	HNRPA1P5	X	nuclear	heterogeneous
664722	9606	HNRNPA1P26	HNRPA1P6	X	nuclear	heterogeneous
664728	9606	CMD1Q	-	7	dilated	cardiomyopathy,
664780	9606	MYP12	-	2	12	myopia
677662	9606	PARK12	-	X	disease	Parkinson
677663	9606	PAND3	-	4	disorder	panic
677679	9606	SCARNA3	HBI-100	1	Cajal	small
677681	9606	SCARNA20	ACA66	17	Cajal	small
677759	9606	LINC00863	-	10	intergenic	long
677762	9606	LOC677762	-	3	protein,	Sin3A-associated
677763	9606	SCARNA21	ACA68	17	Cajal	small
677764	9606	MYP13	-	X	13	myopia
677765	9606	SCARNA18	U109	5	Cajal	small
677766	9606	SCARNA2	HBII-382|mgU2-25/61	1	Cajal	small
677767	9606	SCARNA7	U90	3	Cajal	small
677768	9606	SCARNA13	U93	14	Cajal	small
677769	9606	SCARNA17	U91	18	Cajal	small
677770	9606	SCARNA22	ACA11	4	Cajal	small
677771	9606	SCARNA4	ACA26	1	Cajal	small
677772	9606	SCARNA6	U88	2	Cajal	small
677773	9606	SCARNA23	ACA12	X	Cajal	small
677774	9606	SCARNA1	ACA35	1	Cajal	small
677775	9606	SCARNA5	U87	2	Cajal	small
677776	9606	SCARNA8	U92	9	Cajal	small
677777	9606	SCARNA12	U89	12	Cajal	small
677778	9606	SCARNA15	ACA45	15	Cajal	small
677779	9606	LINC00488	C3orf66	3	intergenic	long
677780	9606	SCARNA11	ACA57	12	Cajal	small
677781	9606	SCARNA16	ACA47	17	Cajal	small
677784	9606	FAM138D	F379	12	with	family
677790	9606	TMEM78	-	1	protein	transmembrane
677792	9606	SNORA1	ACA1	11	nucleolar	small
677793	9606	SNORA2A	ACA2A	12	nucleolar	small
677794	9606	SNORA2B	ACA2b	12	nucleolar	small
677795	9606	SNORA5B	ACA5b	7	nucleolar	small
677796	9606	SNORA5C	ACA5c	7	nucleolar	small
677797	9606	SNORA7B	ACA7B	3	nucleolar	small
677798	9606	SNORA9	ACA9	7	nucleolar	small
677799	9606	SNORA11	SNORA11A|U107	X	nucleolar	small
677800	9606	SNORA12	U108	10	nucleolar	small
677801	9606	SNORA14A	ACA14a	7	nucleolar	small
677802	9606	SNORA14B	ACA14b	1	nucleolar	small
677803	9606	SNORA15	ACA15	7	nucleolar	small
677804	9606	SNORA17	ACA17	9	nucleolar	small
677805	9606	SNORA18	ACA18	11	nucleolar	small
677806	9606	SNORA20	ACA20	6	nucleolar	small
677807	9606	SNORA22	ACA22	7	nucleolar	small
677808	9606	SNORA23	ACA23	11	nucleolar	small
677809	9606	SNORA24	ACA24	4	nucleolar	small
677810	9606	SNORA26	HBI-6	4	nucleolar	small
677811	9606	SNORA28	ACA28	14	nucleolar	small
677812	9606	SNORA29	ACA29	6	nucleolar	small
677813	9606	SNORA30	ACA30	16	nucleolar	small
677814	9606	SNORA31	ACA31	13	nucleolar	small
677815	9606	SNORA34	ACA34|MIR1291	12	nucleolar	small
677816	9606	SNORA35	HBI-36	X	nucleolar	small
677817	9606	SNORA36A	ACA36	X	nucleolar	small
677818	9606	SNORA36B	ACA36b	1	nucleolar	small
677819	9606	SNORA37	ACA37	18	nucleolar	small
677820	9606	SNORA38	ACA38	6	nucleolar	small
677821	9606	SNORA71E	ACA39|SNORA39	20	nucleolar	small
677822	9606	SNORA40	ACA40	11	nucleolar	small
677823	9606	SNORA80E	ACA42|SNORA42	1	nucleolar	small
677824	9606	SNORA43	ACA43	9	nucleolar	small
677825	9606	SNORA44	ACA44	1	nucleolar	small
677826	9606	SNORA45B	ACA3-2|SNORA45	11	nucleolar	small
677827	9606	SNORA46	ACA46	16	nucleolar	small
677828	9606	SNORA47	HBI-115	5	nucleolar	small
677829	9606	SNORA49	ACA49	12	nucleolar	small
677830	9606	SNORA76A	ACA50|SNORA50	16	nucleolar	small
677831	9606	SNORA51	ACA51	20	nucleolar	small
677832	9606	SNORA53	ACA53	12	nucleolar	small
677833	9606	SNORA54	ACA54	11	nucleolar	small
677834	9606	SNORA55	ACA55	1	nucleolar	small
677835	9606	SNORA56	ACA56	X	nucleolar	small
677836	9606	SNORA58	ACA58	3	nucleolar	small
677837	9606	SNORA60	ACA60	20	nucleolar	small
677838	9606	SNORA61	ACA61	1	nucleolar	small
677839	9606	SNORA71C	U71c	20	nucleolar	small
677840	9606	SNORA71D	U71d	20	nucleolar	small
677841	9606	SNORA74B	U19-2	5	nucleolar	small
677842	9606	SNORA76C	ACA62|SNORA76	17	nucleolar	small
677843	9606	SNORA77	ACA63	1	nucleolar	small
677844	9606	SNORA78	ACA64	16	nucleolar	small
677845	9606	SNORA79	ACA65	14	nucleolar	small
677846	9606	SNORA80A	ACA67|SNORA80	21	nucleolar	small
677847	9606	SNORA81	HBI-61	3	nucleolar	small
677848	9606	SNORD1A	R38A|snR38A	17	nucleolar	small
677849	9606	SNORD1B	R38B|snR38B	17	nucleolar	small
677850	9606	SNORD1C	R38C|snR38C	17	nucleolar	small
677880	9606	THEM4P1	-	12	superfamily	thioesterase
677882	9606	SNORA59B	ACA59	17	nucleolar	small
677883	9606	CHTF8P1	CHTF8P|CTF8P	X	pseudogene	CHTF8
677885	9606	SNORA59A	ACA59	1	nucleolar	small
678655	9606	CD27-AS1	-	12	antisense	CD27
678656	9606	ZRF1PS	-	6	related	zuotin
684959	9606	SNORA25	ACA25	11	nucleolar	small
692053	9606	SNORD9	mgU6-53B	14	nucleolar	small
692057	9606	SNORD12	HBII-99|MIR1259|MIRN1259	20	nucleolar	small
692058	9606	SNORD11	HBII-95	2	nucleolar	small
692063	9606	SNORA32	ACA32	11	nucleolar	small
692072	9606	SNORD5	mgh28S-2410	11	nucleolar	small
692073	9606	SNORA16A	ACA16	1	nucleolar	small
692075	9606	SNORD6	mgh28S-2412	11	nucleolar	small
692076	9606	SNORD7	Z30|mgU6-47	17	nucleolar	small
692084	9606	SNORD13	RNU13|U13	8	nucleolar	small
692085	9606	SNORD45C	U45C	1	nucleolar	small
692086	9606	SNORD17	HBI-43	20	nucleolar	small
692087	9606	SNORD49B	U49B	17	nucleolar	small
692088	9606	SNORD50B	U50'|U50B	6	nucleolar	small
692089	9606	SNORD19	HBII-108	3	nucleolar	small
692090	9606	SNORD59B	U59B	12	nucleolar	small
692091	9606	SNORD23	HBII-115	19	nucleolar	small
692092	9606	SNORD32B	U32B	6	nucleolar	small
692093	9606	SNORD62B	U62|U62B	9	nucleolar	small
692094	9606	MSMP	PSMP	9	prostate	microseminoprotein,
692099	9606	FAM86DP	FAM86D	3	with	family
692106	9606	SNORD65	HBII-135	17	nucleolar	small
692107	9606	SNORD66	HBII-142	3	nucleolar	small
692108	9606	SNORD67	HBII-166	11	nucleolar	small
692109	9606	SNORD69	HBII-210	3	nucleolar	small
692110	9606	SNORD70	HBII-234	2	nucleolar	small
692111	9606	SNORD71	HBII-239|MIRN768|hsa-mir-768	16	nucleolar	small
692146	9606	RPS26P4	RPS26_32_1733	21	protein	ribosomal
692147	9606	HMGB1P8	HMG1L8|HMGB1L8	15	mobility	high
692148	9606	SCARNA10	U85	12	Cajal	small
692149	9606	SCARNA14	U100	15	Cajal	small
692157	9606	SNORA16B	U98b	1	nucleolar	small
692158	9606	SNORA57	U99	11	nucleolar	small
692159	9606	GRASPOS	-	12	scaffold	GRP1-associated
692195	9606	SNORD75	U75	1	nucleolar	small
692196	9606	SNORD76	U76	1	nucleolar	small
692197	9606	SNORD77	U77	1	nucleolar	small
692198	9606	SNORD78	U78	1	nucleolar	small
692199	9606	SNORD84	U84	6	nucleolar	small
692200	9606	SNORD85	HBII-251	1	nucleolar	small
692201	9606	SNORD86	U86	20	nucleolar	small
692202	9606	SNORD88A	HBII-180A	19	nucleolar	small
692203	9606	SNORD88B	HBII-180B	19	nucleolar	small
692204	9606	SNORD88C	HBII-180C	19	nucleolar	small
692205	9606	SNORD89	HBII-289	2	nucleolar	small
692206	9606	SNORD90	HBII-295	9	nucleolar	small
692207	9606	SNORD91A	HBII-296a	17	nucleolar	small
692208	9606	SNORD91B	HBII-296b	17	nucleolar	small
692209	9606	SNORD92	HBII-316	2	nucleolar	small
692210	9606	SNORD93	HBII-336	7	nucleolar	small
692211	9606	SNORD98	HBII-419	10	nucleolar	small
692212	9606	SNORD99	HBII-420	1	nucleolar	small
692213	9606	SNORD110	HBII-55	20	nucleolar	small
692214	9606	SNORD111	HBII-82	16	nucleolar	small
692215	9606	SNORD112	14q(0)	14	nucleolar	small
692217	9606	SNORD114@	14q(II)	14	nucleolar	small
692218	9606	SNORD115@	HBII-52	15	nucleolar	small
692219	9606	DFNB65	-	20	autosomal	deafness,
692220	9606	DFNB62	-	12	autosomal	deafness,
692222	9606	OPA5	-	22	atrophy	optic
692223	9606	SNORD97	U97	11	nucleolar	small
692224	9606	FBXO22-AS1	FBXO22OS|FISTC1OS|HsT18082|NCRNA00053	15	antisense	FBXO22
692225	9606	SNORD94	U94	2	nucleolar	small
692226	9606	SNORD96B	U96b	X	nucleolar	small
692227	9606	SNORD104	U104	17	nucleolar	small
692229	9606	SNORD105	U105	19	nucleolar	small
692231	9606	RHEBP3	-	22	enriched	Ras-homolog
692232	9606	SNORD3@	U3|U3A|U3B	17	nucleolar	small
692233	9606	SNORD117	U83	6	nucleolar	small
692234	9606	SNORD103A	U103	1	nucleolar	small
692235	9606	SNORD103B	U103B	1	nucleolar	small
692236	9606	SNORD116@	HBII-85|PET1|PWCR1	15	nucleolar	small
692246	9606	LOC692246	-	22	c	cytochrome
692247	9606	LOC692247	-	11	LOC692247	uncharacterized
692312	9606	PPAN-P2RY11	-	19	readthrough	PPAN-P2RY11
693120	9606	MIR33B	MIRN33B|hsa-mir-33b	17	33b	microRNA
